feedback,aspect,sentiment
dễ hiểu hấp dẫn sinh động tạo hứng thú học tập thầy cô dạy chậm dễ hiểu đúng tiến độ của tkb,2,Positive
quá ít,1,Negative
thầy cô vào ra lớp đúng giờ thầy cô di dạy trễ cho về sớm thầy cô thực hiện giảng dạy theo đúng thời khóa biểu,2,Negative
rất tốt,3,Positive
không góp ý gì thêm,4,Neutral
cô cung cấp đủ giáo trình bài giảng,1,Positive
cô dạy dễ hiểu vui vẻ,2,Positive
vui vẻ có trò chơi khi học dễ tiếp thu,2,Positive
cô tương tác tốt dễ chịu và chỉ dạy tận tình,2,Positive
số 1,2,Positive
cô dạy đúng giờ và cho ra về đúng giờ,2,Positive
cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá,1,Positive
nội dung bài giảng khó tiếp cận với đa số sinh viên vì lượng kiến thức quá lớn trong một buổi học,1,Negative
có đề cập đến các vấn đề thực tiễn nhưng còn khá khái quát chưa cụ thể,2,Negative
khuôn mẫu chưa lôi cuốn sinh viên cách giảng dạy còn khá cứng nhắc,2,Negative
thái độ chưa thân thiện đối với sinh viên khoản cách còn khá lớn,2,Negative
hoạt động chấm điểm đúng chính xác kịp thời,2,Positive
thầy cô giảng dạy đúng giờ,2,Positive
thiết bị ổn định,3,Positive
giáo viên cần đơn giản hóa kiến thức để sinh viên dễ tiếp cận,4,Positive
cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn,1,Positive
đa dạng và chuyên sâu,2,Positive
dễ hiểu sinh động tạo hứng thú học tập,2,Positive
cô chủ động tương tác với học viên trong giờ học,2,Positive
không có,1,Neutral
thực hiện giảng dạy đúng tkb,2,Positive
cô công bố đầy đủ tài liệu,1,Positive
rõ ràng bám sát môn học,1,Positive
cô có kinh nghiệm chuyên môn cao giảng bài dễ hiểu và dễ tiếp thu,2,Positive
thú vị hấp dẫn,2,Positive
cô tương tác với sinh viên thân thiện,2,Positive
các bài tập tương đối vừa sức sinh viên,1,Positive
cô đi dạy đúng giờ và tầm lớp đúng giờ,2,Positive
có vài ngày máy chiếu bị lỗi,3,Negative
cung cấp đầy đủ chi tiết môn học bài giảng và tài liệu khác,1,Positive
chuyên nghiệp,1,Positive
chuyên nghiệp,2,Positive
hấp dẫn,2,Positive
thân thiện vui vẻ,2,Positive
xuất sắc,1,Positive
đầy đủ thiết bị,3,Positive
yêu cô,4,Positive
đầy đủ ngoài ra cô còn cung cấp thêm tài liệu bổ íc,1,Positive
quá hay rõ ràng,1,Positive
thú vị,2,Positive
thân thiện,2,Positive
máy chiếu hơi mờ,3,Negative
dạ không có ý kiến,1,Positive
nội dung hợi lí với từng bài giảng,2,Positive
dễ hiểu dễ tiếp thu,2,Positive
có tương tác với cái bạn sinh viên,2,Positive
không ý kiến,2,Neutral
không ý kiến,3,Neutral
cô cũng cấp đầy đủ tài liệu học tập cũng như các bài giảng rất hay,1,Positive
cô rất bám sát trong từng bài học chương trình giảng dạy rõ ràng và rất thú vị,1,Positive
cô giảng bài rất hài lòng và đưa ra những cái nhìn thực tế vào bài học rất dễ hiểu bài,2,Positive
rất sinh động trong từng tiết học và dễ hiểu bài,2,Positive
cô thân thiện và vui vẻ luôn tương tác với sinh viên,2,Positive
bài tập đúng và phù hợp với sinh viên,1,Positive
rất minh bạch và rõ ràng,2,Positive
cô thực hiện theo đúng yêu cầu của thời khoá biểu,2,Positive
thầy cô luôn vui vẻ,4,Positive
thầy cô có nhiều kinh nghiệm trogn cuộc sống truyền tải tới học sinh bằng các bài giảng và mục đích của bài,2,Positive
số lượng bài tập vừa đủ vừa có thể luyện tập sau giờ học cũng có thể chuẩn bị bài lên lớp,1,Positive
qua trình chấm điểm minh bạch công khai,2,Positive
thiết bị dạy học đầy đủ tiện nghi đủ ảnh sáng để học tập,3,Positive
không có ý kiến khác,4,Neutral
cô công bố và hướng dẫn rất chi tiết học liệu,1,Positive
cô dạy rất rõ ràng chuyên nghiệp,1,Positive
kinh nghiệm của cô rất phong phú nhờ vậy mà em mới có nhiều kinh nghiệm để viết,2,Positive
thái độ cô rất tốt vui nhộn,2,Positive
rất nhiều nhưng rất vừa tầm,1,Neutral
cô luôn đi sớm về trễ nhất,2,Positive
máy chiếu hơi thiếu sáng cần khắc phục máy chiếu,3,Negative
mong muốn chỉnh máy chiếu cho rõ hơn và cổng portal không bị lỗi như trước nữa,4,Negative
em không có ý kiến,2,Neutral
8 điểm,2,Positive
trang thiết bị tốt,3,Positive
em không có ý kiến,4,Neutral
cô chuẩn bị bài giảng chi tiết tài liệu học được cô chuẩn bị đầy đủ,1,Positive
nội dung cô dạy rất rõ ràng,1,Positive
cô dạy hơi nhanh so với em cô dạy vui nhiệt tình,2,Positive
cô dạy rất có tâm tương tác với sinh viên rất ok,2,Positive
ổn,1,Positive
cô thực hiện giảng dạy đúng giờ đúng thời khoá biểu,2,Positive
ok,3,Positive
dạ đầy đủ ạ,1,Positive
cô dạy dễ hiểu chuyên nghiệp tập trung trọng tâm,1,Positive
cô dạy vui vẻ rất kĩ và dễ hiểu,2,Positive
cô thân thiện giải đáp thắc mắc rất vui vẻ,2,Positive
dạ hài lòng với các bài tập quá trình ạ,1,Positive
dạ hài lòng ạ,2,Positive
cô rất đúng giờ ạ,2,Positive
dạ hài lòng ạ,3,Positive
dạ không có ạ,4,Neutral
tuyệt,2,Positive
dễ hiểu và rất dễ tiếp thu,2,Positive
cô nhiệt tình hướng dẫn sinh viên rất tốt,2,Positive
8 5 10,2,Neutral
tốt đầy đủ,3,Positive
mong cô ở lại văn lang một khoảng thời gian nữa hữu duyên may mắn có thể học cùng cô 1 khoá nữa hihi,4,Positive
cô hướng dẫn rất nhiệt tình dù sinh viên hỏi lại làm bài tập nhóm mà cô đã nói nhiều lần nhưng cô vẫn giải thích kĩ,1,Positive
cô dạy đúng theo kế hoạch đã thống nhất,1,Positive
rất có kinh nghiệm giảng dạy,2,Positive
cô dạy dễ hiểu dễ làm bài và ôn bài rất kĩ,2,Positive
cô rất tương tác với sinh viên và tạo không khí thoải mái khi sinh viên đến học,2,Positive
số lượng bài tập nhiều nhưng đủ để đáp ứng lượng kiến thức cần tiếp thu,1,Positive
100đ,2,Positive
cô luôn đúng giờ và ít khi cho ra sớm cô rất tuân thủ thời khóa biểu,2,Positive
thiết bị rất tốt,3,Positive
đầy đủ chất lượng,1,Positive
rất chi tiết chỉnh chu,1,Positive
cô có cách dạy hay dễ thương dễ hiểu,2,Positive
thân thiện hiệu quả,2,Positive
cô luôn chủ động quan tâm học sinh,2,Positive
làm bài tập thường xuyên rất bổ ích,1,Positive
nghiêm túc nhưng vẫn rất sôi động,2,Positive
đầy đủ tiện nghi,3,Positive
rất thích các thầy cô của trường,4,Positive
cô bám bám sát nội dung môn học trong từng phần chương bài,1,Positive
kinh nghiệm phong phú,2,Positive
cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học,2,Negative
bài tập vừa đủ vs nội dung học,1,Neutral
thiết bị tiên tiến,3,Positive
cô chuẩn bị đầy đủ đề cương chi tiết,1,Positive
cô bám sát nội dung cập nhật nhiều kiến thức mới,1,Positive
kinh nghiệm của cô chuyên sâu đưa ra nhiều ví dụ giúp sinh viên hiểu rõ,2,Positive
cô chấm điểm theo rubic chuẩn,2,Positive
cô ra vào lớp đúng giờ,2,Positive
các thiết bị đầy đủ,3,Neutral
không có đề xuất,4,Neutral
đầy đủ kiến thức,1,Positive
bám sát ạ,1,Positive
cô có thêm vào nhiều ví dụ dễ hiểu,2,Positive
dạy dễ hiểu,2,Positive
ân cần,2,Positive
công tâm ạ,2,Positive
cung cấp tài liệu đầy đủ,1,Positive
hơi khó hiểu,2,Negative
cô nhiệt tình,2,Positive
cô công bố đầy đủ tài liệu cũng như đề cương và mục tiêu chung của môn học,1,Positive
cô bám sát nội dung giảng dạy và có những kiến thức mở rộng không chỉ trong sách giáo khoa,1,Positive
cô giảng dạy không bị khuôn khổ và gò bó tương tác nhiều với sinh viên làm tiết học sôi động và dễ thuộc bài hơn,2,Positive
cô giảng bài rất sinh động hay có những bài quiz vui nhộn khuấy động lớp học và tương tác nhiều với sinh viên,2,Positive
cô thân thiện với sinh viên và hòa đông nhiệt tình cũng như rất có trách nhiệm với sinh viên,2,Positive
bài tập mỗi bữa đều có đảm bảo kiến thức của từng buổi và trước khi đến lớp,1,Positive
cô chấm điểm rất công tâm và rõ ràng đúng với thực lực và tiêu chí của từng bài tập,2,Positive
cô vào lớp rất đúng giờ và kết thúc lớp học vừa đúng với giờ vào lớp của lớp sau không bao giờ bỏ lớp để làm việc riêng,2,Positive
cô thường sử dụng máy chiếu để các bạn dễ quan sát và cũng dễ ghi lại hơn,3,Positive
không có ý kiến,1,Neutral
thực hiện đúng quy chế,2,Positive
cô cung cấp đủ giáo trình và tài liệu để học ạ có khi dư lun ạ,1,Positive
cô dạy bám sát nội dung và rất rõ ràng ạ,1,Positive
cô dạy rất hay và tuyệt vời ạ,2,Positive
cô dạy hấp dẫn sinh động và cô dạy rất vui,2,Positive
cô rất nhiệt tình và vui vẻ khi giảng dạy,2,Positive
bài tập rất hay và vừa tầm ạ,1,Positive
cô chấm điểm rất công bằng,2,Positive
cô đi dạy rất đúng giờ ạ,2,Positive
mọi thứ rất tuyệt ạ,3,Positive
thầy cô cung cấp đầy đủ về giáo trình học tập và cả bài tập hàng tuần các tài liệu tham khảo thầy cô sẽ gửi vào group mỗi buổi học cho học sinh biết về cấu trúc đề thi ôn tập nâng cao cho sv,1,Positive
đọc và trả lời câu hỏi từng phần có trong giáo trình thêm các từ ngữ mới bên ngoài và tài liệu tham khảo liên quan đến chủ đề học hôm đó,1,Positive
thầy cô đưa nội dung thực tiến vào rất tốt ạ,2,Positive
dễ hiểu giải nhanh học nhanh chú ý lắng nghe câu trả lời sinh viên hiểu và sửa chữa lỗi sai cho học sinh,2,Positive
thầy cô tương tác rất tốt ạ hỏi han và vui đùa cùng học sinh kể chuyện ngoài lề cả liên quan đến bài học luôn tại không khí vui vẻ,2,Positive
số lượng bài tập vừa phải thời gian làm thoải mái có giới hạn vừa đủ khả năng học tập loại bài tập liên quan đến kĩ năng và khối lượng kiến thức cần học,1,Positive
chấm điểm vui vẻ thoải mái phát biểu sẽ có điểm cộng các bài kiểm tra giữa giờ cũng phù hợp năng lực cả lớp nên cô chấm điểm công bằng hợp lí,2,Positive
thầy cô thực hiện tốt về các quy định ạ giờ vào lớp và ra chơi ra về đều đúng giờ nghỉ có thông báo trước trên group lớp thông báo các thông tin cần thiết về môn và trường vào group lớp nhanh nhất,2,Positive
phòng học ổn máy chiếu ổn đèn sáng ổn định máy lạnh hoạt động năng suất mang đến cái lạnh giá tê tái,3,Negative
không có ý kiến đề suất,4,Neutral
thầy cô cung cấp đầy đủ đề cương chi tiết,1,Positive
bài tập vừa sức học sinh,1,Positive
đầy đủ nha cô không chỉ dạy trên sách mà cô còn dạy thêm kiến thức ngoài nữa cô rất nhiệt tình,1,Positive
em thấy cô vĩ dạy rất chuyên nghiệp ạ,1,Positive
cô có lấy nhiều ví dụ trong thực tế để cho sinh viên hiểu hơn về môn học,2,Positive
cô dạy rất dễ hiểu nha ổn hết á cô rất vui tươi làm cho lớp học sinh động và không bị nhàm chán,2,Positive
tốt nek,2,Positive
lượng bài hơi nhiều tí nhưng mà chất lượng nha,1,Positive
rõ ràng và công khai chính xác tuyệt đối,2,Positive
cô luôn là người lên sớm nhất lớp,2,Positive
ok nha,3,Positive
ok ok hết,4,Positive
bám sát,1,Positive
nhiệt tình tận tâm,2,Positive
bài tập bám sát nội dung học,1,Positive
đúng giờ theo thời khóa biểu,2,Positive
